index_0,sample,value
1,227,0.3015469849842827
2,227,0.9841844535288335
3,227,0.02635108279837106
0,228,0.22313632511564963
1,228,0.6758625387605862
2,228,0.14113189658511294
3,228,0.3387348691383585
0,229,0.1637452424797215
1,229,0.39184707388727635
2,229,0.1534609057764187
3,229,0.7487628497316552
0,230,0.16834591049463735
1,230,0.8630609531350044
2,230,0.026234761126516057
3,230,0.6441901095121321
0,231,0.30041736852830697
1,231,0.7239659033137746
2,231,0.7761687114779848
3,231,0.9495497843393875
0,232,0.12267703137230891
1,232,0.29654240241902946
2,232,0.26266821276037633
3,232,0.9595343866421715
0,233,0.5310327236324679
1,233,0.9452637669580497
2,233,0.8983740366867825
3,233,0.3015633169270715
0,234,0.3200474999365348
1,234,0.3988832456560444
2,234,0.1253859560926336
3,234,0.18864804640558264
0,235,0.6973427611533026
1,235,0.02492182402093457
2,235,0.36985759146593344
3,235,0.4121722450170999
0,236,0.3861729221901726
1,236,0.5750404001605229
2,236,0.9600106495827883
3,236,0.11773111204383846
0,237,0.7860509859848467
1,237,0.7118943028359421
2,237,0.7132250138015579
3,237,0.5168059013907893
0,238,0.9801506441324606
1,238,0.7872610268298855
2,238,0.6124639911384006
3,238,0.42239662785750576
0,239,0.26912215847456133
1,239,0.186498438833395
2,239,0.2744803883512108
3,239,0.0908723421306395
0,240,0.8350538025688472
1,240,0.7399326678288024
2,240,0.14328150829287645
3,240,0.223913677271951
0,241,0.23213933491474115
1,241,0.12406389159476511
2,241,0.2788075652204043
3,241,0.6902174541351052
0,242,0.5823647477421355
1,242,0.8852737138132027
2,242,0.6591312534034179
3,242,0.33148109996664266
0,243,0.7586784004431888
1,243,0.5620382483933746
2,243,0.35242627187778114
3,243,0.5146889474248372
0,244,0.7448729627834955
1,244,0.4111994414454818
2,244,0.772393268159199
3,244,0.11712967037727817
0,245,0.049330725836856285
1,245,0.49226952118710443
2,245,0.1702143966214693
3,245,0.036128473121601834
0,246,0.9497858685988501
1,246,0.9328185736581367
2,246,0.4365658831387018
3,246,0.6309727157148304
0,247,0.8051049952143121
1,247,0.13718690547931217
2,247,0.2726114185684626
3,247,0.6068127506474954
0,248,0.07819435699392562
1,248,0.25913045924965705
2,248,0.9368368727866017
3,248,0.22546722784173912
0,249,0.521590733902316
1,249,0.19232448542346003
2,249,0.39789860288891443
3,249,0.2616405691579795
0,250,0.8363567915107091
1,250,0.4029979399476584
2,250,0.4702119432739764
3,250,0.016623512996319922
0,251,0.8369951578903098
1,251,0.08848891469461553
2,251,0.9707608108020931
3,251,0.14731167784887844
0,252,0.6466237729386602
1,252,0.5316293046983049
2,252,0.991667068182776
3,252,0.738360632357983
0,253,0.6032340874963901
1,253,0.14285129992400775
2,253,0.9209404778288395
3,253,0.9504933303718779
0,254,0.8575129271666141
1,254,0.35561163881615143
2,254,0.3177346028686835
3,254,0.3881289637410468
0,255,0.23331211833159382
1,255,0.9588446379506366
2,255,0.29767714044387134
3,255,0.9151219760503688
0,256,0.9742731786702226
1,256,0.5840833217944938
2,256,0.11816925269683831
3,256,0.3994528746477617
0,257,0.511437482647197
1,257,0.4607594890132476
2,257,0.562915416865682
3,257,0.361741881407194
0,258,0.9386788540833981
1,258,0.3591982632460964
2,258,0.9307925227428376
3,258,0.02090368042345392
0,259,0.7187015949251694
1,259,0.27797919434020757
2,259,0.014874470844553178
3,259,0.6545417527754871
0,260,0.7903606887295146
1,260,0.5431445831209389
2,260,0.5524042306788497
3,260,0.18897311881794454
0,261,0.836907852190634
1,261,0.8433296901280931
2,261,0.03430448259040242
3,261,0.827318446633121
0,262,0.7905954272428917
1,262,0.5741794429415517
2,262,0.7008138330685467
3,262,0.4022381922221978
0,263,0.8002437963354764
1,263,0.08473468190262595
2,263,0.4484095044492875
3,263,0.5715570897376341
0,264,0.8939570625760843
1,264,0.4258465282284143
2,264,0.49216276053387
3,264,0.03697324674641966
